Year,Region,Race or Ethnicity,Sex,Age Group,Opioid Poisoning Deaths
2017,ROS,Not Stated,M,25-34,0
2017,ROS,Not Stated,M,75-84,0
2017,ROS,Not Stated,M,85+,0
2017,ROS,Not Stated,M,<1,0
2017,ROS,Not Stated,M,20-24,1
2017,ROS,Not Stated,M,35-44,1
2017,ROS,Not Stated,M,55-64,1
2017,ROS,Not Stated,M,45-54,2
2017,ROS,Not Stated,M,65-74,2
2017,ROS,Not Stated,M,Total,7
2017,ROS,Other Non Hispanic,F,9-Jan,0
2017,ROS,Other Non Hispanic,F,19-Oct,0
2017,ROS,Other Non Hispanic,F,20-24,0
2017,ROS,Other Non Hispanic,F,35-44,0
2017,ROS,Other Non Hispanic,F,55-64,0
2017,ROS,Other Non Hispanic,F,65-74,0
2017,ROS,Other Non Hispanic,F,75-84,0
2017,ROS,Other Non Hispanic,F,85+,0
2017,ROS,Other Non Hispanic,F,<1,0
2017,ROS,Other Non Hispanic,F,45-54,2
2017,ROS,Other Non Hispanic,F,25-34,5
2017,ROS,Other Non Hispanic,F,Total,7
2017,ROS,Other Non Hispanic,M,9-Jan,0
2017,ROS,Other Non Hispanic,M,55-64,0
2017,ROS,Other Non Hispanic,M,65-74,0
2017,ROS,Other Non Hispanic,M,85+,0
2017,ROS,Other Non Hispanic,M,<1,0
2017,ROS,Other Non Hispanic,M,75-84,1
2017,ROS,Other Non Hispanic,M,19-Oct,2
2017,ROS,Other Non Hispanic,M,20-24,2
2017,ROS,Other Non Hispanic,M,45-54,3
2017,ROS,Other Non Hispanic,M,35-44,8
2017,ROS,Other Non Hispanic,M,25-34,10
2017,ROS,Other Non Hispanic,M,Total,26
2017,ROS,White Non Hispanic,F,9-Jan,0
2017,ROS,White Non Hispanic,F,85+,0
2017,ROS,White Non Hispanic,F,<1,0
2017,ROS,White Non Hispanic,F,75-84,4
2017,ROS,White Non Hispanic,F,19-Oct,8
2017,ROS,White Non Hispanic,F,65-74,12
2017,ROS,White Non Hispanic,F,20-24,42
2017,ROS,White Non Hispanic,F,55-64,71
2017,ROS,White Non Hispanic,F,35-44,111
2017,ROS,White Non Hispanic,F,45-54,113
2017,ROS,White Non Hispanic,F,25-34,134
2017,ROS,White Non Hispanic,F,Total,495
2017,ROS,White Non Hispanic,M,9-Jan,0
2017,ROS,White Non Hispanic,M,<1,0
2017,ROS,White Non Hispanic,M,75-84,1
2017,ROS,White Non Hispanic,M,85+,1
2017,ROS,White Non Hispanic,M,19-Oct,13
2017,ROS,White Non Hispanic,M,65-74,26
2017,ROS,White Non Hispanic,M,20-24,117
2017,ROS,White Non Hispanic,M,55-64,152
2017,ROS,White Non Hispanic,M,45-54,266
2017,ROS,White Non Hispanic,M,35-44,307
2017,ROS,White Non Hispanic,M,25-34,445
2017,ROS,White Non Hispanic,M,Total,1328
